Date,Time,提交虚拟内存 [MB],可用虚拟内存 [MB],虚拟内存使用率 [%],已用物理内存 [MB],可用物理内存 [MB],物理内存使用率 [%],分页文件使用率 [%],Core VIDs (avg) [V],P-core 0 VID [V],P-core 1 VID [V],P-core 2 VID [V],P-core 3 VID [V],P-core 4 VID [V],P-core 5 VID [V],P-core 6 VID [V],P-core 7 VID [V],E-core 8 VID [V],E-core 9 VID [V],E-core 10 VID [V],E-core 11 VID [V],E-core 12 VID [V],E-core 13 VID [V],E-core 14 VID [V],E-core 15 VID [V],Uncore VID [V],SA VID [V],核心频率 (avg) [MHz],P-core 0 频率 [MHz],P-core 1 频率 [MHz],P-core 2 频率 [MHz],P-core 3 频率 [MHz],P-core 4 频率 [MHz],P-core 5 频率 [MHz],P-core 6 频率 [MHz],P-core 7 频率 [MHz],E-core 8 频率 [MHz],E-core 9 频率 [MHz],E-core 10 频率 [MHz],E-core 11 频率 [MHz],E-core 12 频率 [MHz],E-core 13 频率 [MHz],E-core 14 频率 [MHz],E-core 15 频率 [MHz],总线频率 [MHz],Ring/LLC 频率 [MHz],核心有效频率 (avg) [MHz],P-core 0 T0 有效频率 [MHz],P-core 0 T1 有效频率 [MHz],P-core 1 T0 有效频率 [MHz],P-core 1 T1 有效频率 [MHz],P-core 2 T0 有效频率 [MHz],P-core 2 T1 有效频率 [MHz],P-core 3 T0 有效频率 [MHz],P-core 3 T1 有效频率 [MHz],P-core 4 T0 有效频率 [MHz],P-core 4 T1 有效频率 [MHz],P-core 5 T0 有效频率 [MHz],P-core 5 T1 有效频率 [MHz],P-core 6 T0 有效频率 [MHz],P-core 6 T1 有效频率 [MHz],P-core 7 T0 有效频率 [MHz],P-core 7 T1 有效频率 [MHz],E-core 8 T0 有效频率 [MHz],E-core 9 T0 有效频率 [MHz],E-core 10 T0 有效频率 [MHz],E-core 11 T0 有效频率 [MHz],E-core 12 T0 有效频率 [MHz],E-core 13 T0 有效频率 [MHz],E-core 14 T0 有效频率 [MHz],E-core 15 T0 有效频率 [MHz],平均有效频率 [MHz],核心使用率 (avg) [%],P-core 0 T0 使用率 [%],P-core 0 T1 使用率 [%],P-core 1 T0 使用率 [%],P-core 1 T1 使用率 [%],P-core 2 T0 使用率 [%],P-core 2 T1 使用率 [%],P-core 3 T0 使用率 [%],P-core 3 T1 使用率 [%],P-core 4 T0 使用率 [%],P-core 4 T1 使用率 [%],P-core 5 T0 使用率 [%],P-core 5 T1 使用率 [%],P-core 6 T0 使用率 [%],P-core 6 T1 使用率 [%],P-core 7 T0 使用率 [%],P-core 7 T1 使用率 [%],E-core 8 T0 使用率 [%],E-core 9 T0 使用率 [%],E-core 10 T0 使用率 [%],E-core 11 T0 使用率 [%],E-core 12 T0 使用率 [%],E-core 13 T0 使用率 [%],E-core 14 T0 使用率 [%],E-core 15 T0 使用率 [%],最大CPU/线程使用率 [%],CPU 总使用率 [%],按需频率调制 [%],核心使用率 (avg) [%],P-core 0 T0 使用率 [%],P-core 0 T1 使用率 [%],P-core 1 T0 使用率 [%],P-core 1 T1 使用率 [%],P-core 2 T0 使用率 [%],P-core 2 T1 使用率 [%],P-core 3 T0 使用率 [%],P-core 3 T1 使用率 [%],P-core 4 T0 使用率 [%],P-core 4 T1 使用率 [%],P-core 5 T0 使用率 [%],P-core 5 T1 使用率 [%],P-core 6 T0 使用率 [%],P-core 6 T1 使用率 [%],P-core 7 T0 使用率 [%],P-core 7 T1 使用率 [%],E-core 8 T0 使用率 [%],E-core 9 T0 使用率 [%],E-core 10 T0 使用率 [%],E-core 11 T0 使用率 [%],E-core 12 T0 使用率 [%],E-core 13 T0 使用率 [%],E-core 14 T0 使用率 [%],E-core 15 T0 使用率 [%],CPU 总使用率 [%],核心倍频 (avg) [x],P-core 0 倍频 [x],P-core 1 倍频 [x],P-core 2 倍频 [x],P-core 3 倍频 [x],P-core 4 倍频 [x],P-core 5 倍频 [x],P-core 6 倍频 [x],P-core 7 倍频 [x],E-core 8 倍频 [x],E-core 9 倍频 [x],E-core 10 倍频 [x],E-core 11 倍频 [x],E-core 12 倍频 [x],E-core 13 倍频 [x],E-core 14 倍频 [x],E-core 15 倍频 [x],Uncore 倍频 [x],核心温度 (avg) [℃],P-core 0 [℃],P-core 1 [℃],P-core 2 [℃],P-core 3 [℃],P-core 4 [℃],P-core 5 [℃],P-core 6 [℃],P-core 7 [℃],E-core 8 [℃],E-core 9 [℃],E-core 10 [℃],E-core 11 [℃],E-core 12 [℃],E-core 13 [℃],E-core 14 [℃],E-core 15 [℃],核心温度与 TjMAX 的差值 (avg) [℃],P-core 0 与 TjMAX 的差值 [℃],P-core 1 与 TjMAX 的差值 [℃],P-core 2 与 TjMAX 的差值 [℃],P-core 3 与 TjMAX 的差值 [℃],P-core 4 与 TjMAX 的差值 [℃],P-core 5 与 TjMAX 的差值 [℃],P-core 6 与 TjMAX 的差值 [℃],P-core 7 与 TjMAX 的差值 [℃],E-core 8 与 TjMAX 的差值 [℃],E-core 9 与 TjMAX 的差值 [℃],E-core 10 与 TjMAX 的差值 [℃],E-core 11 与 TjMAX 的差值 [℃],E-core 12 与 TjMAX 的差值 [℃],E-core 13 与 TjMAX 的差值 [℃],E-core 14 与 TjMAX 的差值 [℃],E-core 15 与 TjMAX 的差值 [℃],CPU 封装 [℃],核心最大值 [℃],核心过热降频 (avg) [Yes/No],P-core 0 过热降频 [Yes/No],P-core 1 过热降频 [Yes/No],P-core 2 过热降频 [Yes/No],P-core 3 过热降频 [Yes/No],P-core 4 过热降频 [Yes/No],P-core 5 过热降频 [Yes/No],P-core 6 过热降频 [Yes/No],P-core 7 过热降频 [Yes/No],E-core 8 过热降频 [Yes/No],E-core 9 过热降频 [Yes/No],E-core 10 过热降频 [Yes/No],E-core 11 过热降频 [Yes/No],E-core 12 过热降频 [Yes/No],E-core 13 过热降频 [Yes/No],E-core 14 过热降频 [Yes/No],E-core 15 过热降频 [Yes/No],核心临界温度 (avg) [Yes/No],P-core 0 临界温度 [Yes/No],P-core 1 临界温度 [Yes/No],P-core 2 临界温度 [Yes/No],P-core 3 临界温度 [Yes/No],P-core 4 临界温度 [Yes/No],P-core 5 临界温度 [Yes/No],P-core 6 临界温度 [Yes/No],P-core 7 临界温度 [Yes/No],E-core 8 临界温度 [Yes/No],E-core 9 临界温度 [Yes/No],E-core 10 临界温度 [Yes/No],E-core 11 临界温度 [Yes/No],E-core 12 临界温度 [Yes/No],E-core 13 临界温度 [Yes/No],E-core 14 临界温度 [Yes/No],E-core 15 临界温度 [Yes/No],超出核心功率限制 (avg) [Yes/No],P-core 0 超出功率限制 [Yes/No],P-core 1 超出功率限制 [Yes/No],P-core 2 超出功率限制 [Yes/No],P-core 3 超出功率限制 [Yes/No],P-core 4 超出功率限制 [Yes/No],P-core 5 超出功率限制 [Yes/No],P-core 6 超出功率限制 [Yes/No],P-core 7 超出功率限制 [Yes/No],E-core 8 超出功率限制 [Yes/No],E-core 9 超出功率限制 [Yes/No],E-core 10 超出功率限制 [Yes/No],E-core 11 超出功率限制 [Yes/No],E-core 12 超出功率限制 [Yes/No],E-core 13 超出功率限制 [Yes/No],E-core 14 超出功率限制 [Yes/No],E-core 15 超出功率限制 [Yes/No],封装/环形总线过热降频 [Yes/No],封装/环形总线临界温度 [Yes/No],超出封装/环形总线功率限制 [Yes/No],CPU 封装 [℃],CPU IA 核心 [℃],VR VCC 温度 (SVID) [℃],电压偏移 (avg) [V],IA 电压偏移 [V],GT 电压偏移 [V],CLR (CBo/LLC/Ring) 电压偏移 [V],GT Media 电压偏移 [V],SA 电压偏移 [V],L2 E-core 电压偏移 [V],VDDQ TX 电压 [V],VR VCC 电流 (SVID IOUT) [A],CPU Package Power,IA 核心功率 [W],System Agent 功率 [W],剩余芯片功率 [W],PL1 功率限制 (静态) [W],PL2 功率限制 (静态) [W],VR VCC 功率 (SVID POUT) [W],Package C2 驻留率 [%],Package C3 驻留率 [%],Core C0 驻留率 (avg) [%],P-core 0 T0 C0 驻留率 [%],P-core 0 T1 C0 驻留率 [%],P-core 1 T0 C0 驻留率 [%],P-core 1 T1 C0 驻留率 [%],P-core 2 T0 C0 驻留率 [%],P-core 2 T1 C0 驻留率 [%],P-core 3 T0 C0 驻留率 [%],P-core 3 T1 C0 驻留率 [%],P-core 4 T0 C0 驻留率 [%],P-core 4 T1 C0 驻留率 [%],P-core 5 T0 C0 驻留率 [%],P-core 5 T1 C0 驻留率 [%],P-core 6 T0 C0 驻留率 [%],P-core 6 T1 C0 驻留率 [%],P-core 7 T0 C0 驻留率 [%],P-core 7 T1 C0 驻留率 [%],E-core 8 T0 C0 驻留率 [%],E-core 9 T0 C0 驻留率 [%],E-core 10 T0 C0 驻留率 [%],E-core 11 T0 C0 驻留率 [%],E-core 12 T0 C0 驻留率 [%],E-core 13 T0 C0 驻留率 [%],E-core 14 T0 C0 驻留率 [%],E-core 15 T0 C0 驻留率 [%],Core C1 驻留率 (avg) [%],P-core 0 C1 驻留率 [%],P-core 1 C1 驻留率 [%],P-core 2 C1 驻留率 [%],P-core 3 C1 驻留率 [%],P-core 4 C1 驻留率 [%],P-core 5 C1 驻留率 [%],P-core 6 C1 驻留率 [%],P-core 7 C1 驻留率 [%],E-core 8 C1 驻留率 [%],E-core 9 C1 驻留率 [%],E-core 10 C1 驻留率 [%],E-core 11 C1 驻留率 [%],E-core 12 C1 驻留率 [%],E-core 13 C1 驻留率 [%],E-core 14 C1 驻留率 [%],E-core 15 C1 驻留率 [%],Core C6 驻留率 (avg) [%],P-core 0 C6 驻留率 [%],P-core 1 C6 驻留率 [%],P-core 2 C6 驻留率 [%],P-core 3 C6 驻留率 [%],P-core 4 C6 驻留率 [%],P-core 5 C6 驻留率 [%],P-core 6 C6 驻留率 [%],P-core 7 C6 驻留率 [%],E-core 8 C6 驻留率 [%],E-core 9 C6 驻留率 [%],E-core 10 C6 驻留率 [%],E-core 11 C6 驻留率 [%],E-core 12 C6 驻留率 [%],E-core 13 C6 驻留率 [%],E-core 14 C6 驻留率 [%],E-core 15 C6 驻留率 [%],Core C7 驻留率 (avg) [%],P-core 0 C7 驻留率 [%],P-core 1 C7 驻留率 [%],P-core 2 C7 驻留率 [%],P-core 3 C7 驻留率 [%],P-core 4 C7 驻留率 [%],P-core 5 C7 驻留率 [%],P-core 6 C7 驻留率 [%],P-core 7 C7 驻留率 [%],内存频率 [MHz],内存倍频 [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: 过热事件 [Yes/No],IA: Residency State Regulation [Yes/No],IA: 运行平均过热限制 (RATL) [Yes/No],IA: VR 过热警报 [Yes/No],IA: VR TDC [Yes/No],IA: 电气设计点/其他 (ICCmax、PL4、SVID、DDR RAPL) [Yes/No],IA: Package-Level RAPL/PBM PL1 [Yes/No],"IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",IA: Max Turbo Limit [Yes/No],IA: 睿频衰减 (MCT) [Yes/No],IA: 温度自适应睿频 (TVB) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: 过热事件 [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: 运行平均过热限制 (RATL) [Yes/No],GT: VR 过热警报 [Yes/No],GT: VR TDC [Yes/No],"GT: Max VR Voltage, ICCmax, PL4 [Yes/No]",GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],"GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",GT: Inefficient Operation [Yes/No],GT: 熔断限制 [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: 过热事件 [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: 运行平均过热限制 (RATL) [Yes/No],RING: VR 过热警报 [Yes/No],RING: VR TDC [Yes/No],"RING: Max VR Voltage, ICCmax, PL4 [Yes/No]",RING: Package-Level RAPL/PBM PL1 [Yes/No],"RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",主板 [℃],VRM Thermistor [℃],CPU (加权值) [℃],CPU 封装 [℃],CPU [℃],Vcore [V],+5V [V],AVSB [V],3VCC [V],+12V [V],VIN8 [V],VIN4 [V],3VSB_ATX [V],VTT [V],IMC VDD [V],VIN6 [V],VIN2 [V],CPU VCCSA [V],VIN7 [V],VIN9 [V],VHIF [V],CPU [RPM],AIO 泵 [RPM],PCH 温度 [℃],Vcore VR 温度 [℃],IGPU VR 温度 [℃],VR VOUT (Vcore) [V],VR IOUT (Vcore 电流) [A],SPD Hub 温度 [℃],VDD (SWA) 电压 [V],VDDQ (SWB) 电压 [V],VPP (SWC) 电压 [V],1.8V VOUT 电压 [V],1.0V VOUT 电压 [V],VIN 电压 [V],总功率 [W],PMIC 高温 [Yes/No],PMIC 过压 [Yes/No],PMIC 欠压 [Yes/No],SPD Hub 温度 [℃],VDD (SWA) 电压 [V],VDDQ (SWB) 电压 [V],VPP (SWC) 电压 [V],1.8V VOUT 电压 [V],1.0V VOUT 电压 [V],VIN 电压 [V],总功率 [W],PMIC 高温 [Yes/No],PMIC 过压 [Yes/No],PMIC 欠压 [Yes/No],磁盘温度 [℃],磁盘温度 3 [℃],磁盘剩余寿命 [%],磁盘可用备用 [%],磁盘故障 [Yes/No],磁盘警告 [Yes/No],主机写入总计 [GB],主机读取总计 [GB],磁盘温度 [℃],磁盘温度 3 [℃],磁盘剩余寿命 [%],磁盘可用备用 [%],磁盘故障 [Yes/No],磁盘警告 [Yes/No],主机写入总计 [GB],主机读取总计 [GB],读取活动率 [%],写入活动率 [%],总活动率 [%],读取速度 [MB/s],写入速度 [MB/s],读取总计 [MB],写入总计 [MB],读取活动率 [%],写入活动率 [%],总活动率 [%],读取速度 [MB/s],写入速度 [MB/s],读取总计 [MB],写入总计 [MB],GPU 温度 [℃],显存结温 [℃],GPU 热点温度 [℃],GPU 过热限制 [℃],GPU 核心电压 [V],GPU 线路电压 (avg) [V],GPU FBVDD 输入电压 [V],GPU PCIe +12V 输入电压 [V],GPU 12VHPWR 电压 [V],GPU 风扇1 [RPM],GPU 风扇2 [RPM],GPU 功率 [W],GPU 线路功率 (avg) [W],GPU Core (NVVDD) 输入功率 (总和) [W],GPU FBVDD 输入功率 [W],GPU PCIe +12V 输入功率 [W],GPU 12VHPWR 功率 [W],GPU 输入 PP 源 功率 (总和) [W],GPU Core (NVVDD) 输出功率 [W],GPU Core (NVVDD) 输出功率 [W],GPU 频率 [MHz],显存频率 [MHz],GPU 视频频率 [MHz],GPU 有效频率 [MHz],GPU Crossbar 频率 [MHz],GPU 核心使用率 [%],显存控制器使用率 [%],GPU 视频引擎使用率 [%],GPU 总线使用率 [%],显存使用 [%],GPU D3D 使用率 (avg) [%],GPU D3D 使用率 [%],GPU Video Decode 0 使用率 [%],GPU Video Encode 0 使用率 [%],GPU Video Encode 1 使用率 [%],GPU VR 使用率 [%],GPU 风扇1 [%],GPU 风扇2 [%],GPU 性能受限 (avg) [Yes/No],性能受限 - 功率 [Yes/No],性能受限 - 过热 [Yes/No],性能受限 - 可靠性电压 [Yes/No],性能受限 - 最大操作电压 [Yes/No],性能受限 - 使用率 [Yes/No],性能受限 - SLI GPUBoost Sync [Yes/No],GPU 总功率 [TDP 的百分比] [%],GPU 总功率 (标准化) [TDP 的百分比] [%],PCI Express Error Counters (avg) [],Receiver Errors [],Replay Count [],Replay Rollover Count [],Bad DLLP Count [],Bad TLP Count [],LCRC Error Count [],NAKs Sent Count [],NAKs Received Count [],Recovery Count [],Correctable Error Count [],Non-Fatal Error Count [],Fatal Error Count [],Unsupported Request Count [],PCIe Lane 0 Errors [],PCIe Lane 1 Errors [],PCIe Lane 2 Errors [],PCIe Lane 3 Errors [],PCIe Lane 4 Errors [],PCIe Lane 5 Errors [],PCIe Lane 6 Errors [],PCIe Lane 7 Errors [],PCIe Lane 8 Errors [],PCIe Lane 9 Errors [],PCIe Lane 10 Errors [],PCIe Lane 11 Errors [],PCIe Lane 12 Errors [],PCIe Lane 13 Errors [],PCIe Lane 14 Errors [],PCIe Lane 15 Errors [],可用显存 [MB],分配显存 [MB],GPU D3D 专用显存 [MB],GPU D3D 共享显存 [MB],PCIe 链接速度 [GT/s],帧率 Presented (avg) [FPS],帧率 Presented (99%) [FPS],帧率 Presented (1%) [FPS],帧率 Presented (0.1%) [FPS],帧率 Presented (1% low) [FPS],帧率 Presented (0.1% low) [FPS],帧率 Displayed (avg) [FPS],帧率 Displayed (99%) [FPS],帧率 Displayed (1%) [FPS],帧率 Displayed (0.1%) [FPS],帧率 Displayed (1% low) [FPS],帧率 Displayed (0.1% low) [FPS],Frame Time Presented (avg) [ms],Frame Time Presented (99%) [ms],Frame Time Presented (1%) [ms],Frame Time Presented (0.1%) [ms],Frame Time Displayed (1% high) [ms],Frame Time Displayed (0.1% high) [ms],GPU Busy (avg) [ms],GPU Wait (avg) [ms],CPU Busy (avg) [ms],CPU Wait (avg) [ms],Animation Error (avg) [ms],下载总计 [MB],上传总计 [MB],当前下载速度 [KB/s],当前上传速度 [KB/s],错误总数 [],BAT_3V [V],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1.2026,26:49.9,55676,34249,61.9,36316,29032,55.5,2.5,1.402,1.461,1.404,1.404,1.406,1.401,1.39,1.395,1.39,1.401,1.391,1.401,1.401,1.396,1.396,1.396,1.396,1.269,0.878,3765.8,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,4090,4090,4090,4090,798,798,798,798,99.8,4489,327.2,709.7,31.7,611.3,28.4,315.1,19.5,232.2,13,60,1159.5,1231.6,37.8,9.1,621.4,652.9,12.1,26,747.8,325.4,88.9,599.2,189.3,91.1,38.6,346.7,9,18.7,0.8,15.8,0.9,7.2,0.5,5,0.3,2.8,29,30.2,2.4,1.7,15,16.2,1.8,0.9,21.7,10.6,3.2,19.7,6.9,3,1.5,30.2,9,100,16.4,36,1.7,31.2,1.5,15.9,1.1,11.7,0.8,3.2,58.6,60.2,1.9,0.6,30.6,32.5,0.7,1.5,37.1,16.5,4.6,30.1,9.8,4.7,2.1,16.4,37.8,51,51,51,51,51,51,51,51,41,41,41,41,8,8,8,8,45,42,42,40,45,41,48,54,45,43,41,41,41,42,39,39,39,39,58,58,60,55,59,52,46,55,57,59,59,59,58,61,61,61,61,55,54,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,48,48,34,0,0,0,0,0,0,0,1.35,45.821,25.987,17.336,7.322,0.504,4095,4095,72,0,0,8.9,18.7,0.9,15.9,1,7.4,0.7,5.2,0.5,1.4,29.1,31,1,0.3,15.3,16.4,0.4,1,21.6,10.6,3.2,19.4,6.8,3,1.6,31.4,76.5,59.6,22.5,11.3,66.6,65.1,78,81.1,0,27,3.3,0,8.6,3.2,0,0,42.5,0,0,0,0,0,0,0,0,98.4,49.1,84.3,95.9,69.5,88.6,96.3,97.7,22.6,2.3,21.7,68.2,82.1,0.2,0.1,5.2,0.8,2992.7,30,48,48,48,95,143,480,2,2,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,30,33,30,43,39,0.897,5.04,3.408,3.376,12.288,0.128,0.872,3.408,1.072,1.408,0.128,1.064,0.88,0.912,0.928,1.776,888,1569,54,34,32,1.36,27,35,1.335,1.335,1.8,1.785,0.99,5.04,0.75,??,??,??,35.8,1.35,1.335,1.8,1.785,0.99,5.04,1.25,??,??,??,29,59,94,100,??,??,49653,53070,29,30,100,100,??,??,4,0,0,1,1,0,8.015,394239,1833617,0,0,0,0,0,320,3333,38.8,42,48.7,84,0.96,12.468,12.409,12.474,12.522,1002,1002,69.041,32.283,34.825,26.071,8.208,60.919,34.307,30.662,30.99,2565,1312.7,2025,2564.9,2190,2,0,0,0,10.2,0.1,0.5,0,0,0,0,30,30,??,??,??,??,??,??,??,15.4,15.5,351,0,0,0,0,0,0,0,0,10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22053,2511,2099,118,16,17.9,63.3,2.1,1.9,1.9,1.9,17.9,60.1,2.1,1.9,1.9,1.9,55.89,472.38,15.8,15.76,533.67,533.67,0.32,49.14,55.89,0,66.1,73216,19063,0.7,5.4,0,3.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1.2026,26:51.9,56414,33511,62.7,36391,28957,55.6,2.5,1.32,1.371,1.312,1.312,1.312,1.327,1.337,1.312,1.332,1.317,1.312,1.312,1.312,1.312,1.312,1.312,1.312,1.216,0.878,4389.3,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,3691,3691,3691,3691,3691,3691,3691,3691,99.8,4489,509.5,847.6,188.1,933.3,228.9,682.1,196.5,506,105,193.4,1910.2,1767.3,249.5,282,988.2,1196.6,90.7,108.4,387.5,275.4,168.6,359.2,241.7,164.8,156.1,565.3,11.8,19.6,3.7,21,4.7,15.7,3.8,11,2.1,2.1,41.2,39,4,4.9,21.1,25.4,1.8,3,13.1,9.7,5.1,13.3,7.5,4.8,4.5,41.2,11.8,100,25.3,42.9,9.1,46.8,11.1,34,9.5,24.9,5.2,9.7,94.4,90.1,11.9,13.6,49,58.5,4.5,5.4,20,13.8,8.2,17.8,11.9,8,7.5,25.3,44,51,51,51,51,51,51,51,51,37,37,37,37,37,37,37,37,45,42,40,40,42,40,40,45,40,47,40,42,42,42,41,41,41,41,58,60,60,58,60,60,55,60,53,60,58,58,58,59,59,59,59,49,47,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,51,51,34,0,0,0,0,0,0,0,1.35,33.868,43.222,34.359,7.508,0.529,4095,4095,48,0,0,12.1,19.6,3.9,21.2,4.9,15.9,4.1,11.2,2.4,4,41.3,38.4,5.1,6,21.3,25.6,2.1,3.3,13.1,9.8,5.4,13.4,7.8,5.1,4.8,32.5,74.1,66,55.7,23.7,54.2,54.9,68.1,70.9,2.7,20.1,7.7,1.4,9.7,8.8,0,2.8,42.2,0,0.1,0.7,0.1,0,0.2,0.2,0.9,93.3,64.3,80.6,92.2,74.8,82.1,94.2,91.8,12.9,1.8,7.8,23.6,63.1,0.5,0.4,5.3,0.5,2992.7,30,48,48,48,95,143,480,2,2,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,30,33,30,49,37,1.447,5.04,3.408,3.36,12.192,0.128,0.872,3.408,1.072,1.408,0.128,1.064,0.88,0.912,0.928,1.776,892,1578,54,34,32,1.37,20,35,1.335,1.335,1.8,1.785,0.99,5.04,1.375,??,??,??,35.8,1.335,1.35,1.8,1.785,0.99,5.04,1,??,??,??,29,59,94,100,??,??,49653,53070,29,30,100,100,??,??,4,0,0,0.1,0.1,0,4.406,394239,1833626,0,0,0,0,0,320,3333,38.8,42,48.6,84,0.96,12.46,12.403,12.462,12.514,1000,999,69.356,32.284,34.911,26.047,8.125,60.979,34.197,30.619,31.11,2565,1312.7,2025,2564.9,2190,4,0,0,0,10.2,0.2,1,0,0,0,0,30,30,??,??,??,??,??,??,??,15.4,16.6,351,0,0,0,0,0,0,0,0,10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22053,2511,2099,133,16,31.2,65.6,4.5,3.6,3.5,3.5,31.1,60.1,4.5,3.6,3.5,3.5,32.02,222.5,15.23,15.13,283.08,283.08,0.28,27.65,32.02,0,26.29,73216,19063,0.6,1.1,0,3.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1.2026,26:53.9,57352,32572,63.7,36469,28879,55.8,2.5,1.423,1.443,1.423,1.412,1.432,1.427,1.417,1.434,1.429,1.434,1.359,1.429,1.424,1.429,1.429,1.429,1.412,1.269,0.878,3971.5,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,5087.6,4090,798,4090,798,4090,4090,4090,798,99.8,4489,423.6,776.4,45.7,908.1,24.7,178.9,69.9,164.3,20.6,112.4,1946.3,2010.5,56.5,16.9,1030.2,1244.5,20.6,25.8,398.7,201.6,65.5,513.3,184.4,87.7,62.9,465.9,9.9,17.5,1.3,19.2,0.9,4.2,1.9,3.8,0.9,4,39.3,40.7,1.4,0.6,21.1,25,0.7,1.5,13.1,7.5,2.9,17.8,6.9,3.1,2.5,40.7,9.9,100,21.4,40.1,2.3,47.2,1.3,9.3,3.5,8.3,1.1,5.9,98.9,101.8,2.9,1.2,51.1,61.4,1.1,1.4,20.2,10.3,3.4,25.2,9.2,4.4,3.2,21.4,39.8,51,51,51,51,51,51,51,51,41,8,41,8,41,41,41,8,45,45,45,46,45,40,49,54,43,45,43,43,43,43,44,44,44,44,55,55,54,55,60,51,46,57,55,57,57,57,57,56,56,56,56,58,54,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,61,61,34,0,0,0,0,0,0,0,1.35,59.767,58.848,49.807,7.643,0.571,4095,4095,96,0,0,9.5,17.1,1,19,0.6,4,1.5,3.5,0.6,2.2,39,40.4,1.1,0.4,20.8,24.8,0.4,1.2,12.6,7.1,2.5,17.3,6.5,2.8,2.2,27.6,80,47.6,25.9,11.7,54.9,55,75.4,69.3,0,19.6,1,0,0.5,0,0,0,44.9,0,0,0,0,0.6,0.1,0.7,0,98.3,65.6,90.2,96.6,80.1,92.2,96.6,97.2,23.4,0,30.1,67.7,83.5,0.1,0.1,1.5,4.2,2992.7,30,48,48,48,95,143,480,2,2,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,30,33,30,53,43,1.359,5.04,3.408,3.36,12.288,1.184,0.872,3.408,1.072,1.408,0.912,1.064,0.88,0.912,0.928,1.776,882,1575,54,34,32,1.49,24,35,1.335,1.335,1.8,1.785,0.99,5.04,0.625,??,??,??,35.8,1.335,1.335,1.815,1.785,0.99,5.04,0.875,??,??,??,29,59,94,100,??,??,49653,53070,29,30,100,100,??,??,4,0,0,2,2,0,11.427,394239,1833647,0,0,0,0,0,320,3333,38.8,44,48.7,84,0.96,12.465,12.407,12.469,12.518,999,1000,69.181,32.254,34.675,26.192,8.167,60.887,34.388,30.676,30.793,2565,1312.7,2025,2565,2190,2,0,0,0,10.2,0.1,0.7,0,0,0,0,30,30,??,??,??,??,??,??,??,15.3,17.8,351,0,0,0,0,0,0,0,0,10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22053,2511,2099,133,16,16.4,21.5,9.5,9.2,9.2,9.2,4.9,26.5,3,3,3,3,60.8,104.91,46.53,46.23,109.24,109.24,0.18,5.95,60.74,0.05,50.02,73216,19063,0.3,0.2,0,3.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
